Incident_Id,Location,Cluster
143872,Bar/Nightclub,Store and Commercial Buildings
143873,Restaurant,Store and Commercial Buildings
143874,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147723,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147724,Residence/Home,Residential or Community Center
147725,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147726,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147727,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143875,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143876,Restaurant,Store and Commercial Buildings
147728,Department/Discount Store,Store and Commercial Buildings
147729,Residence/Home,Residential or Community Center
147730,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147731,Residence/Home,Residential or Community Center
143893,School/College,Educational Buildings
147743,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147744,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143894,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143895,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147745,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147746,Residence/Home,Residential or Community Center
143896,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147747,Residence/Home,Residential or Community Center
147748,Field/Woods,Public Places and Recreation Sites
147749,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
143897,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147750,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143898,Residence/Home,Residential or Community Center
143888,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147737,Residence/Home,Residential or Community Center
143889,Residence/Home,Residential or Community Center
147738,Residence/Home,Residential or Community Center
147739,Residence/Home,Residential or Community Center
143890,Air/Bus/Train Terminal,Transportation Terminals
143891,Air/Bus/Train Terminal,Transportation Terminals
143892,Air/Bus/Train Terminal,Transportation Terminals
147740,Air/Bus/Train Terminal,Transportation Terminals
147741,Air/Bus/Train Terminal,Transportation Terminals
147742,Air/Bus/Train Terminal,Transportation Terminals
143899,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147751,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147752,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147753,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
143900,Other/Unknown,Other/Unknown
143901,Residence/Home,Residential or Community Center
143902,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
143903,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
143904,Residence/Home,Residential or Community Center
147754,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147755,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147756,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147757,Residence/Home,Residential or Community Center
147758,Bar/Nightclub,Store and Commercial Buildings
147759,Other/Unknown,Other/Unknown
143905,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143906,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143907,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143908,Government/Public Building,Goverment Buildings
143909,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
143910,School/College,Educational Buildings
143911,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143912,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
143913,School/College,Educational Buildings
143914,School/College,Educational Buildings
143915,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
143916,Specialty Store,Store and Commercial Buildings
143917,School/College,Educational Buildings
143918,Bar/Nightclub,Store and Commercial Buildings
143919,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143920,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143921,Restaurant,Store and Commercial Buildings
143922,Residence/Home,Residential or Community Center
143923,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143924,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143925,Residence/Home,Residential or Community Center
143926,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143927,Field/Woods,Public Places and Recreation Sites
143928,Commercial/Office Building,Store and Commercial Buildings
143929,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143930,Residence/Home,Residential or Community Center
143931,Residence/Home,Residential or Community Center
143932,Commercial/Office Building,Store and Commercial Buildings
143933,School/College,Educational Buildings
143934,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143935,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143936,Residence/Home,Residential or Community Center
143937,Restaurant,Store and Commercial Buildings
143938,Residence/Home,Residential or Community Center
143939,Residence/Home,Residential or Community Center
143940,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143941,School/College,Educational Buildings
143942,Commercial/Office Building,Store and Commercial Buildings
143943,Residence/Home,Residential or Community Center
143944,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143945,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143946,Residence/Home,Residential or Community Center
143947,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143948,Residence/Home,Residential or Community Center
143949,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
143950,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143951,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
143952,Residence/Home,Residential or Community Center
143953,Residence/Home,Residential or Community Center
143954,Residence/Home,Residential or Community Center
143955,Commercial/Office Building,Store and Commercial Buildings
143956,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143957,Commercial/Office Building,Store and Commercial Buildings
143958,Commercial/Office Building,Store and Commercial Buildings
143959,Residence/Home,Residential or Community Center
143960,Commercial/Office Building,Store and Commercial Buildings
143961,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143962,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143963,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
143964,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143965,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
143966,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147760,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147761,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147762,Residence/Home,Residential or Community Center
147763,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147764,Restaurant,Store and Commercial Buildings
147765,Government/Public Building,Goverment Buildings
147766,Other/Unknown,Other/Unknown
147767,Residence/Home,Residential or Community Center
147768,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147769,Residence/Home,Residential or Community Center
147770,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147771,Residence/Home,Residential or Community Center
147772,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147773,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147774,Residence/Home,Residential or Community Center
147775,Residence/Home,Residential or Community Center
147776,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147777,Residence/Home,Residential or Community Center
147778,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147959,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147960,Commercial/Office Building,Store and Commercial Buildings
147961,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147962,Specialty Store,Store and Commercial Buildings
147963,Residence/Home,Residential or Community Center
147964,Residence/Home,Residential or Community Center
147965,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147966,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147967,Commercial/Office Building,Store and Commercial Buildings
147968,Residence/Home,Residential or Community Center
147969,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147970,Residence/Home,Residential or Community Center
147971,Commercial/Office Building,Store and Commercial Buildings
147972,Residence/Home,Residential or Community Center
147973,Residence/Home,Residential or Community Center
147974,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147975,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147976,Residence/Home,Residential or Community Center
147977,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147978,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147979,School/College,Educational Buildings
147980,School/College,Educational Buildings
147981,Residence/Home,Residential or Community Center
147982,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
147983,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147984,Residence/Home,Residential or Community Center
147985,Government/Public Building,Goverment Buildings
147986,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147987,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147988,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147989,Commercial/Office Building,Store and Commercial Buildings
147990,Residence/Home,Residential or Community Center
147991,Service/Gas Station,"Highway, Road or Other Open Space"
147992,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147993,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
147994,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147995,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
147996,Other/Unknown,Other/Unknown
147997,Residence/Home,Residential or Community Center
147998,Specialty Store,Store and Commercial Buildings
147999,Residence/Home,Residential or Community Center
148000,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
148001,Other/Unknown,Other/Unknown
148002,Government/Public Building,Goverment Buildings
148003,Commercial/Office Building,Store and Commercial Buildings
148004,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
148005,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
148006,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
148007,Residence/Home,Residential or Community Center
148008,School/College,Educational Buildings
148009,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
148010,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
148011,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
148012,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
148013,Other/Unknown,Other/Unknown
148014,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
148015,Residence/Home,Residential or Community Center
148016,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
143967,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
